N	noise_distance_percent	x_rover	y_rover	x_pred_mean_n	y_pred_mean_n	er_x	er_y	dtime
3	5.000000	226.639718	534.831710	227.512031	544.064913	0.149684
3	5.000000	226.639718	534.831710	237.683267	513.511288	0.049391
3	5.000000	226.639718	534.831710	228.476744	540.235592	0.062259
3	5.000000	226.639718	534.831710	225.590244	541.563415	0.044818
3	5.000000	226.639718	534.831710	219.301775	548.909467	0.047234
3	5.000000	226.639718	534.831710	251.752971	525.480475	0.049015
3	5.000000	226.639718	534.831710	231.013725	536.237908	0.036309
3	5.000000	226.639718	534.831710	221.756291	539.332450	0.036724
3	5.000000	226.639718	534.831710	227.044944	534.500581	0.035888
3	5.000000	226.639718	534.831710	258.613067	543.390063	0.037948
3	5.000000	226.639718	534.831710	200.070336	530.582951	0.036989
3	5.000000	226.639718	534.831710	234.607646	539.629779	0.032184
3	5.000000	226.639718	534.831710	230.741372	534.656110	0.039651
3	5.000000	226.639718	534.831710	212.688193	537.547574	0.038093
3	5.000000	226.639718	534.831710	218.146453	520.038902	0.034702
3	5.000000	226.639718	534.831710	232.173058	537.277286	0.034102
3	5.000000	226.639718	534.831710	189.000000	530.597686	0.036253
3	5.000000	226.639718	534.831710	256.305739	555.676486	0.037987
3	5.000000	226.639718	534.831710	216.896462	545.861602	0.057202
3	5.000000	226.639718	534.831710	224.123457	532.654321	0.046319
3	5.000000	226.639718	534.831710	240.806490	547.446314	0.048328
3	5.000000	226.639718	534.831710	240.166667	535.355903	0.036428
3	5.000000	226.639718	534.831710	211.274499	539.095212	0.038817
3	5.000000	226.639718	534.831710	234.192357	533.909130	0.041082
3	5.000000	226.639718	534.831710	229.752450	557.829401	0.043351
3	5.000000	226.639718	534.831710	245.621226	546.692453	0.034829
3	5.000000	226.639718	534.831710	213.052226	519.604178	0.036792
3	5.000000	226.639718	534.831710	219.906446	541.718768	0.035847
3	5.000000	226.639718	534.831710	238.477262	536.032073	0.038620
3	5.000000	226.639718	534.831710	255.956021	528.556515	0.039043
3	5.000000	226.639718	534.831710	242.491706	542.108039	0.039369
3	5.000000	226.639718	534.831710	218.536382	534.801590	0.037135
3	5.000000	226.639718	534.831710	243.234875	516.404982	0.035033
3	5.000000	226.639718	534.831710	239.098859	531.783813	0.036755
3	5.000000	226.639718	534.831710	257.887958	527.419938	0.036861
3	5.000000	226.639718	534.831710	253.165295	556.888889	0.034868
3	5.000000	226.639718	534.831710	230.475923	541.798555	0.038044
3	5.000000	226.639718	534.831710	224.275368	550.743015	0.036547
3	5.000000	226.639718	534.831710	197.906938	516.967595	0.037221
3	5.000000	226.639718	534.831710	229.959514	536.814271	0.036961
3	5.000000	226.639718	534.831710	197.500000	527.975000	0.039915
3	5.000000	226.639718	534.831710	234.141805	538.819521	0.032842
3	5.000000	226.639718	534.831710	233.114865	542.229730	0.035051
3	5.000000	226.639718	534.831710	232.754217	535.074699	0.031994
3	5.000000	226.639718	534.831710	210.579844	541.786588	0.039519
3	5.000000	226.639718	534.831710	222.826064	522.872872	0.036242
3	5.000000	226.639718	534.831710	239.568534	535.417759	0.045935
3	5.000000	226.639718	534.831710	251.104208	548.712937	0.037483
3	5.000000	226.639718	534.831710	206.911193	545.456147	0.037463
3	5.000000	226.639718	534.831710	243.387476	538.962427	0.038284
3	5.000000	226.639718	534.831710	241.710848	530.700653	0.038512
3	5.000000	226.639718	534.831710	217.812500	554.305078	0.041004
3	5.000000	226.639718	534.831710	245.235294	538.050420	0.037033
3	5.000000	226.639718	534.831710	214.438017	547.062359	0.038763
3	5.000000	226.639718	534.831710	204.273818	536.195424	0.038122
3	5.000000	226.639718	534.831710	220.445148	526.810127	0.035098
3	5.000000	226.639718	534.831710	229.835756	522.783430	0.034459
3	5.000000	226.639718	534.831710	227.960623	537.580586	0.035194
3	5.000000	226.639718	534.831710	239.126022	549.934201	0.037462
3	5.000000	226.639718	534.831710	214.658095	521.823810	0.036646
3	5.000000	226.639718	534.831710	202.784871	524.669528	0.037290
3	5.000000	226.639718	534.831710	229.812233	551.570887	0.037104
3	5.000000	226.639718	534.831710	197.596708	535.076955	0.035777
3	5.000000	226.639718	534.831710	233.113314	524.248725	0.035728
3	5.000000	226.639718	534.831710	222.015350	525.958499	0.035939
3	5.000000	226.639718	534.831710	215.136842	533.949282	0.034420
3	5.000000	226.639718	534.831710	234.195980	535.331658	0.034517
3	5.000000	226.639718	534.831710	197.685960	526.633811	0.041480
3	5.000000	226.639718	534.831710	229.040984	535.229508	0.031367
3	5.000000	226.639718	534.831710	232.607623	537.464126	0.038495
3	5.000000	226.639718	534.831710	224.424242	531.246753	0.034484
3	5.000000	226.639718	534.831710	199.751733	532.908146	0.038025
3	5.000000	226.639718	534.831710	230.092818	545.671823	0.033880
3	5.000000	226.639718	534.831710	239.565804	536.050619	0.037846
3	5.000000	226.639718	534.831710	223.549491	539.735080	0.036675
3	5.000000	226.639718	534.831710	208.502538	527.306019	0.037365
3	5.000000	226.639718	534.831710	252.697665	538.451045	0.039428
3	5.000000	226.639718	534.831710	250.282230	543.738178	0.035073
3	5.000000	226.639718	534.831710	205.178099	533.192539	0.034174
3	5.000000	226.639718	534.831710	236.390799	511.395558	0.036683
3	5.000000	226.639718	534.831710	237.121090	544.525732	0.037739
3	5.000000	226.639718	534.831710	219.500000	523.895455	0.033936
3	5.000000	226.639718	534.831710	221.570000	523.397500	0.035224
3	5.000000	226.639718	534.831710	222.595520	530.840580	0.038148
3	5.000000	226.639718	534.831710	246.822556	549.185338	0.037703
3	5.000000	226.639718	534.831710	239.914079	524.841615	0.034935
3	5.000000	226.639718	534.831710	248.883308	547.281298	0.037351
3	5.000000	226.639718	534.831710	221.954955	524.219219	0.035321
3	5.000000	226.639718	534.831710	220.864426	534.030514	0.036902
3	5.000000	226.639718	534.831710	253.271672	536.455413	0.036883
3	5.000000	226.639718	534.831710	226.368613	522.996350	0.035168
3	5.000000	226.639718	534.831710	190.982048	528.608378	0.036751
3	5.000000	226.639718	534.831710	250.678695	546.567754	0.037357
3	5.000000	226.639718	534.831710	192.547412	532.279562	0.035591
3	5.000000	226.639718	534.831710	235.163291	536.187342	0.032408
3	5.000000	226.639718	534.831710	222.246555	535.674213	0.038167
3	5.000000	226.639718	534.831710	230.526293	518.802907	0.038819
3	5.000000	226.639718	534.831710	241.640702	529.863412	0.035837
3	5.000000	226.639718	534.831710	233.163135	545.664860	0.038422
3	5.000000	226.639718	534.831710	206.522989	539.727011	0.037933
